Student_Name,Semester,Attendance,Assignment,Tutorial,Incourse,Final,GPA,Total_Marks,Risk_Status
Shibay Yadav,2nd Year - Sem 1,12,8,11,28,45,3.5,92,Safe
Rakib Hasan,2nd Year - Sem 2,19,8,13,25,39,3.25,85,Safe
Tashin Tuhin,1st Year - Sem 1,24,10,20,39,55,4.0,124,Safe
Nadia Islam,4th Year - Sem 2,22,8,17,35,49,4.0,109,Safe
Tashin Tuhin,2nd Year - Sem 1,18,7,14,24,33,3.0,78,Safe
Rakib Hasan,4th Year - Sem 1,23,10,17,31,58,4.0,116,Safe
Rakib Hasan,4th Year - Sem 2,12,8,12,20,45,3.25,85,Safe
Shibay Yadav,1st Year - Sem 2,21,8,20,36,47,4.0,111,Safe
Ahad Ali,3rd Year - Sem 1,24,8,20,31,47,4.0,106,Safe
Ahad Ali,1st Year - Sem 2,12,0,4,1,22,0.0,27,High Risk
Nadia Islam,1st Year - Sem 2,13,6,13,24,36,3.0,79,Safe
Nadia Islam,4th Year - Sem 1,5,1,4,14,10,0.0,29,High Risk
Nadia Islam,3rd Year - Sem 2,22,9,18,33,58,4.0,118,Safe
Tashin Tuhin,3rd Year - Sem 1,17,7,11,30,35,3.0,83,Safe
Ahad Ali,2nd Year - Sem 1,21,10,18,36,55,4.0,119,Safe
Rakib Hasan,3rd Year - Sem 2,12,6,10,25,30,2.5,71,Medium Risk
Rakib Hasan,2nd Year - Sem 1,13,8,15,22,34,3.0,79,Safe
Ahad Ali,4th Year - Sem 2,23,9,15,33,49,4.0,106,Safe
Ahad Ali,1st Year - Sem 2,23,9,16,40,58,4.0,123,Safe
Nadia Islam,1st Year - Sem 2,18,8,13,25,34,3.0,80,Safe
Rakib Hasan,2nd Year - Sem 2,15,5,12,23,33,2.75,73,Medium Risk
Karim Uddin,3rd Year - Sem 2,22,9,18,34,47,4.0,108,Safe
Karim Uddin,3rd Year - Sem 2,12,5,11,27,36,3.0,79,Safe
Nadia Islam,2nd Year - Sem 2,15,6,12,30,36,3.0,84,Safe
Nadia Islam,3rd Year - Sem 2,15,7,12,23,37,3.0,79,Safe
Nadia Islam,2nd Year - Sem 2,21,8,15,39,59,4.0,121,Safe
Shibay Yadav,2nd Year - Sem 1,8,1,8,17,27,2.0,53,High Risk
Rakib Hasan,1st Year - Sem 2,1,0,0,16,17,0.0,33,High Risk
Nadia Islam,2nd Year - Sem 2,18,5,11,21,45,3.0,82,Safe
Rakib Hasan,2nd Year - Sem 2,20,8,15,21,43,3.25,87,Safe
Rakib Hasan,2nd Year - Sem 1,13,8,14,28,36,3.25,86,Safe
Nadia Islam,2nd Year - Sem 2,23,9,19,35,46,4.0,109,Safe
Rakib Hasan,1st Year - Sem 2,16,7,10,20,33,2.5,70,Medium Risk
Rakib Hasan,1st Year - Sem 1,12,6,15,26,35,3.0,82,Safe
Karim Uddin,2nd Year - Sem 1,20,8,19,36,45,4.0,108,Safe
Ahad Ali,1st Year - Sem 1,3,1,4,14,16,0.0,35,High Risk
Ahad Ali,4th Year - Sem 2,14,6,11,22,42,3.0,81,Safe
Tashin Tuhin,1st Year - Sem 2,12,6,11,23,36,2.75,76,Medium Risk
Shibay Yadav,3rd Year - Sem 1,23,10,18,38,55,4.0,121,Safe
Tashin Tuhin,1st Year - Sem 2,24,8,16,35,53,4.0,112,Safe
Karim Uddin,3rd Year - Sem 1,22,10,18,32,54,4.0,114,Safe
Nadia Islam,2nd Year - Sem 1,21,10,20,30,46,4.0,106,Safe
Karim Uddin,4th Year - Sem 2,21,10,15,39,59,4.0,123,Safe
Rakib Hasan,2nd Year - Sem 1,21,10,15,38,57,4.0,120,Safe
Ahad Ali,2nd Year - Sem 2,12,2,8,4,30,0.0,44,High Risk
Shibay Yadav,4th Year - Sem 2,20,8,12,22,32,2.75,74,Medium Risk
Nadia Islam,2nd Year - Sem 2,21,8,19,33,46,4.0,106,Safe
Ahad Ali,4th Year - Sem 2,20,5,15,24,42,3.25,86,Safe
Tashin Tuhin,2nd Year - Sem 1,24,9,16,38,52,4.0,115,Safe
Karim Uddin,3rd Year - Sem 1,22,9,18,38,49,4.0,114,Safe
Ahad Ali,1st Year - Sem 1,19,6,12,20,38,2.75,76,Medium Risk
Nadia Islam,2nd Year - Sem 2,20,9,18,36,47,4.0,110,Safe
Karim Uddin,4th Year - Sem 2,18,5,13,24,31,2.75,73,Medium Risk
Ahad Ali,3rd Year - Sem 2,22,10,16,35,47,4.0,108,Safe
Ahad Ali,1st Year - Sem 1,23,9,16,30,45,3.75,100,Safe
Nadia Islam,2nd Year - Sem 2,22,8,20,31,48,4.0,107,Safe
Karim Uddin,3rd Year - Sem 1,13,8,15,28,38,3.25,89,Safe
Tashin Tuhin,1st Year - Sem 1,15,6,11,27,34,3.0,78,Safe
Shibay Yadav,4th Year - Sem 2,22,10,19,30,58,4.0,117,Safe
Rakib Hasan,1st Year - Sem 2,6,1,0,9,24,0.0,34,High Risk
Tashin Tuhin,2nd Year - Sem 1,22,9,16,33,45,3.75,103,Safe
Rakib Hasan,3rd Year - Sem 1,3,5,4,4,22,0.0,35,High Risk
Ahad Ali,2nd Year - Sem 1,16,7,10,23,32,2.75,72,Medium Risk
Rakib Hasan,4th Year - Sem 1,22,10,17,34,52,4.0,113,Safe
Tashin Tuhin,4th Year - Sem 1,20,8,18,33,49,4.0,108,Safe
Nadia Islam,2nd Year - Sem 2,22,9,16,39,60,4.0,124,Safe
Ahad Ali,3rd Year - Sem 1,19,6,12,25,41,3.0,84,Safe
Tashin Tuhin,4th Year - Sem 2,16,5,13,24,42,3.0,84,Safe
Karim Uddin,2nd Year - Sem 1,13,8,10,24,34,2.75,76,Medium Risk
Tashin Tuhin,2nd Year - Sem 2,4,0,2,17,29,0.0,48,High Risk
Karim Uddin,1st Year - Sem 2,22,10,18,35,60,4.0,123,Safe
Shibay Yadav,1st Year - Sem 1,19,8,10,28,35,3.0,81,Safe
Karim Uddin,4th Year - Sem 2,23,8,15,34,56,4.0,113,Safe
Karim Uddin,1st Year - Sem 2,15,8,10,27,33,3.0,78,Safe
Nadia Islam,1st Year - Sem 2,14,6,11,29,40,3.25,86,Safe
Shibay Yadav,4th Year - Sem 2,4,0,5,17,3,0.0,25,High Risk
Rakib Hasan,3rd Year - Sem 2,12,6,12,22,39,3.0,79,Safe
Nadia Islam,4th Year - Sem 1,14,6,12,28,44,3.25,90,Safe
Rakib Hasan,2nd Year - Sem 2,7,3,1,1,19,0.0,24,High Risk
Tashin Tuhin,4th Year - Sem 2,13,8,10,26,45,3.25,89,Safe
Ahad Ali,3rd Year - Sem 1,4,4,2,15,16,0.0,37,High Risk
Rakib Hasan,4th Year - Sem 2,20,10,15,37,49,4.0,111,Safe
Karim Uddin,4th Year - Sem 1,10,5,5,6,19,0.0,35,High Risk
Ahad Ali,4th Year - Sem 1,16,5,11,25,32,2.75,73,Medium Risk
Karim Uddin,3rd Year - Sem 1,17,7,13,30,40,3.25,90,Safe
Karim Uddin,1st Year - Sem 2,20,10,18,39,51,4.0,118,Safe
Karim Uddin,4th Year - Sem 1,21,10,17,33,45,4.0,105,Safe
Shibay Yadav,1st Year - Sem 2,16,8,11,26,32,2.75,77,Medium Risk
Rakib Hasan,3rd Year - Sem 1,15,5,10,30,39,3.0,84,Safe
Tashin Tuhin,3rd Year - Sem 2,20,9,20,30,51,4.0,110,Safe
Ahad Ali,4th Year - Sem 2,5,0,10,12,16,0.0,38,High Risk
Ahad Ali,3rd Year - Sem 2,14,8,11,21,33,2.75,73,Medium Risk
Ahad Ali,1st Year - Sem 2,16,6,15,25,34,3.0,80,Safe
Tashin Tuhin,2nd Year - Sem 2,17,6,12,28,31,2.75,77,Medium Risk
Ahad Ali,3rd Year - Sem 1,6,5,10,5,24,0.0,44,High Risk
Karim Uddin,2nd Year - Sem 2,13,8,11,21,36,2.75,76,Medium Risk
Ahad Ali,4th Year - Sem 2,21,9,18,37,58,4.0,122,Safe
Ahad Ali,2nd Year - Sem 2,21,10,15,34,55,4.0,114,Safe
Rakib Hasan,1st Year - Sem 2,14,7,14,29,40,3.25,90,Safe
Nadia Islam,1st Year - Sem 2,22,10,16,35,51,4.0,112,Safe
Tashin Tuhin,3rd Year - Sem 2,12,8,10,26,33,2.75,77,Medium Risk
Nadia Islam,2nd Year - Sem 1,18,7,11,25,42,3.25,85,Safe
Tashin Tuhin,3rd Year - Sem 1,17,6,10,26,36,3.0,78,Safe
Ahad Ali,2nd Year - Sem 2,1,4,6,18,25,2.0,53,High Risk
Rakib Hasan,2nd Year - Sem 1,4,5,0,3,5,0.0,13,High Risk
Rakib Hasan,2nd Year - Sem 1,16,8,13,20,38,3.0,79,Safe
Rakib Hasan,3rd Year - Sem 1,14,5,12,23,35,2.75,75,Medium Risk
Nadia Islam,1st Year - Sem 2,23,9,15,35,56,4.0,115,Safe
Rakib Hasan,2nd Year - Sem 1,21,10,16,40,58,4.0,124,Safe
Shibay Yadav,4th Year - Sem 2,21,8,18,30,58,4.0,114,Safe
Rakib Hasan,1st Year - Sem 2,1,2,2,9,12,0.0,25,High Risk
Karim Uddin,2nd Year - Sem 1,13,7,14,27,41,3.25,89,Safe
Karim Uddin,4th Year - Sem 2,19,6,10,23,44,3.0,83,Safe
Shibay Yadav,2nd Year - Sem 2,16,6,13,23,44,3.25,86,Safe
Karim Uddin,1st Year - Sem 2,22,9,17,37,57,4.0,120,Safe
Tashin Tuhin,3rd Year - Sem 1,23,8,18,33,54,4.0,113,Safe
Rakib Hasan,3rd Year - Sem 2,20,8,15,37,52,4.0,112,Safe
Shibay Yadav,2nd Year - Sem 1,14,5,13,24,42,3.0,84,Safe
Shibay Yadav,2nd Year - Sem 1,19,5,15,27,31,3.0,78,Safe
Ahad Ali,1st Year - Sem 2,23,10,15,37,55,4.0,117,Safe
Karim Uddin,4th Year - Sem 2,15,5,13,30,37,3.25,85,Safe
Nadia Islam,2nd Year - Sem 1,12,5,13,26,32,2.75,76,Medium Risk
Shibay Yadav,2nd Year - Sem 1,1,1,9,0,0,0.0,10,High Risk
Karim Uddin,1st Year - Sem 2,24,8,19,32,46,4.0,105,Safe
Ahad Ali,2nd Year - Sem 1,23,10,16,32,49,4.0,107,Safe
Ahad Ali,3rd Year - Sem 1,4,5,2,2,25,0.0,34,High Risk
Ahad Ali,1st Year - Sem 2,9,5,5,11,23,0.0,44,High Risk
Nadia Islam,2nd Year - Sem 2,22,9,15,39,47,4.0,110,Safe
Karim Uddin,1st Year - Sem 2,21,9,18,40,47,4.0,114,Safe
Shibay Yadav,3rd Year - Sem 2,21,10,15,32,48,4.0,105,Safe
Rakib Hasan,1st Year - Sem 2,13,5,13,26,39,3.0,83,Safe
Karim Uddin,2nd Year - Sem 2,24,10,18,31,50,4.0,109,Safe
Rakib Hasan,3rd Year - Sem 2,19,8,11,25,30,2.75,74,Medium Risk
Karim Uddin,2nd Year - Sem 2,22,9,19,35,49,4.0,112,Safe
Nadia Islam,3rd Year - Sem 2,12,7,10,29,32,3.0,78,Safe
Shibay Yadav,4th Year - Sem 2,16,8,15,28,42,3.5,93,Safe
Rakib Hasan,2nd Year - Sem 1,17,6,11,23,44,3.0,84,Safe
Rakib Hasan,3rd Year - Sem 1,24,8,18,33,55,4.0,114,Safe
Rakib Hasan,3rd Year - Sem 2,24,8,20,31,58,4.0,117,Safe
Karim Uddin,1st Year - Sem 2,12,7,13,23,30,2.75,73,Medium Risk
Rakib Hasan,4th Year - Sem 1,20,7,12,30,35,3.0,84,Safe
Shibay Yadav,4th Year - Sem 2,19,7,11,20,31,2.5,69,Medium Risk
Karim Uddin,1st Year - Sem 1,21,9,18,31,50,4.0,108,Safe
Rakib Hasan,1st Year - Sem 2,14,7,12,20,31,2.5,70,Medium Risk
Shibay Yadav,2nd Year - Sem 1,12,7,12,25,45,3.25,89,Safe
Ahad Ali,2nd Year - Sem 2,13,8,11,22,45,3.25,86,Safe
Karim Uddin,3rd Year - Sem 1,14,8,10,20,42,3.0,80,Safe
Nadia Islam,3rd Year - Sem 1,21,9,16,38,47,4.0,110,Safe
Karim Uddin,1st Year - Sem 2,6,3,10,10,20,0.0,43,High Risk
Ahad Ali,3rd Year - Sem 2,24,9,17,36,53,4.0,115,Safe
Rakib Hasan,4th Year - Sem 2,15,5,15,28,33,3.0,81,Safe
Tashin Tuhin,4th Year - Sem 2,20,7,14,20,32,2.75,73,Medium Risk
Karim Uddin,2nd Year - Sem 2,21,10,19,36,59,4.0,124,Safe
Karim Uddin,3rd Year - Sem 1,3,0,9,1,17,0.0,27,High Risk
Tashin Tuhin,4th Year - Sem 1,6,0,2,9,30,0.0,41,High Risk
Rakib Hasan,3rd Year - Sem 1,14,5,13,30,43,3.5,91,Safe
Karim Uddin,2nd Year - Sem 2,17,6,10,29,37,3.0,82,Safe
Karim Uddin,3rd Year - Sem 2,12,5,11,29,37,3.0,82,Safe
Ahad Ali,3rd Year - Sem 2,24,8,17,34,55,4.0,114,Safe
Shibay Yadav,1st Year - Sem 2,14,5,15,25,41,3.25,86,Safe
Ahad Ali,3rd Year - Sem 2,21,10,16,34,46,4.0,106,Safe
Nadia Islam,2nd Year - Sem 2,20,5,15,21,43,3.0,84,Safe
Ahad Ali,4th Year - Sem 2,3,2,1,8,19,0.0,30,High Risk
Nadia Islam,4th Year - Sem 2,18,5,14,26,42,3.25,87,Safe
Shibay Yadav,4th Year - Sem 1,1,4,5,2,30,0.0,41,High Risk
Rakib Hasan,1st Year - Sem 1,16,8,13,28,38,3.25,87,Safe
Rakib Hasan,4th Year - Sem 1,20,5,14,28,44,3.5,91,Safe
Rakib Hasan,4th Year - Sem 2,2,1,7,6,26,0.0,40,High Risk
Rakib Hasan,1st Year - Sem 2,15,5,12,30,40,3.25,87,Safe
Nadia Islam,2nd Year - Sem 2,13,8,12,20,43,3.0,83,Safe
Nadia Islam,2nd Year - Sem 2,22,8,17,37,57,4.0,119,Safe
Karim Uddin,4th Year - Sem 1,12,6,12,27,33,3.0,78,Safe
Shibay Yadav,3rd Year - Sem 1,15,7,10,24,33,2.75,74,Medium Risk
Karim Uddin,3rd Year - Sem 2,20,9,18,37,56,4.0,120,Safe
Tashin Tuhin,3rd Year - Sem 1,19,7,14,30,31,3.0,82,Safe
Nadia Islam,1st Year - Sem 2,18,6,13,28,33,3.0,80,Safe
Karim Uddin,2nd Year - Sem 2,20,9,16,38,50,4.0,113,Safe
Tashin Tuhin,1st Year - Sem 2,0,2,8,4,11,0.0,25,High Risk
Nadia Islam,2nd Year - Sem 2,13,8,14,25,33,3.0,80,Safe
Shibay Yadav,1st Year - Sem 1,24,8,18,36,54,4.0,116,Safe
Rakib Hasan,1st Year - Sem 1,0,2,3,14,16,0.0,35,High Risk
Shibay Yadav,2nd Year - Sem 2,20,9,16,30,55,4.0,110,Safe
Tashin Tuhin,4th Year - Sem 2,18,7,13,23,44,3.25,87,Safe
Karim Uddin,2nd Year - Sem 1,20,9,19,30,52,4.0,110,Safe
Nadia Islam,4th Year - Sem 1,18,7,12,20,38,2.75,77,Medium Risk
Rakib Hasan,3rd Year - Sem 1,0,5,9,14,27,2.0,55,High Risk
Shibay Yadav,3rd Year - Sem 2,9,3,4,19,7,0.0,33,High Risk
Rakib Hasan,1st Year - Sem 2,23,8,16,35,53,4.0,112,Safe
Shibay Yadav,3rd Year - Sem 1,7,3,3,0,16,0.0,22,High Risk
Ahad Ali,4th Year - Sem 2,12,1,5,8,20,0.0,34,High Risk
Shibay Yadav,1st Year - Sem 1,8,2,7,6,8,0.0,23,High Risk
Karim Uddin,2nd Year - Sem 1,20,10,17,30,46,3.75,103,Safe
Shibay Yadav,1st Year - Sem 2,12,6,12,28,32,3.0,78,Safe
Shibay Yadav,4th Year - Sem 1,12,6,13,24,40,3.0,83,Safe
Nadia Islam,4th Year - Sem 2,23,8,15,37,55,4.0,115,Safe
Karim Uddin,3rd Year - Sem 2,22,10,20,30,55,4.0,115,Safe
Nadia Islam,1st Year - Sem 2,15,6,14,26,35,3.0,81,Safe
Karim Uddin,1st Year - Sem 2,24,9,17,36,54,4.0,116,Safe
Ahad Ali,4th Year - Sem 2,20,7,14,29,39,3.25,89,Safe
Shibay Yadav,3rd Year - Sem 1,20,10,18,38,56,4.0,122,Safe
Tashin Tuhin,1st Year - Sem 2,21,10,18,38,54,4.0,120,Safe
Tashin Tuhin,2nd Year - Sem 1,21,9,17,37,46,4.0,109,Safe
Shibay Yadav,4th Year - Sem 1,15,6,14,25,34,3.0,79,Safe
Shibay Yadav,4th Year - Sem 1,19,8,15,28,36,3.25,87,Safe
Rakib Hasan,4th Year - Sem 2,14,6,14,27,43,3.25,90,Safe
Ahad Ali,2nd Year - Sem 2,2,4,7,6,25,0.0,42,High Risk
Nadia Islam,4th Year - Sem 1,21,9,20,35,58,4.0,122,Safe
Shibay Yadav,1st Year - Sem 2,14,5,15,22,41,3.0,83,Safe
Karim Uddin,1st Year - Sem 2,21,10,18,34,45,4.0,107,Safe
Ahad Ali,1st Year - Sem 2,21,8,17,31,54,4.0,110,Safe
Shibay Yadav,1st Year - Sem 1,23,8,20,32,57,4.0,117,Safe
Shibay Yadav,4th Year - Sem 1,19,8,12,23,45,3.25,88,Safe
Rakib Hasan,2nd Year - Sem 2,23,8,18,35,50,4.0,111,Safe
Tashin Tuhin,1st Year - Sem 1,18,5,13,20,41,3.0,79,Safe
Shibay Yadav,4th Year - Sem 2,19,6,15,25,31,2.75,77,Medium Risk
Karim Uddin,2nd Year - Sem 2,16,6,14,24,32,2.75,76,Medium Risk
Karim Uddin,2nd Year - Sem 1,20,9,18,39,55,4.0,121,Safe
Rakib Hasan,4th Year - Sem 1,11,1,3,9,14,0.0,27,High Risk
Shibay Yadav,3rd Year - Sem 2,13,5,14,22,43,3.0,84,Safe
Ahad Ali,3rd Year - Sem 1,10,1,4,1,28,0.0,34,High Risk
Ahad Ali,2nd Year - Sem 1,9,2,4,15,30,0.0,51,High Risk
Nadia Islam,1st Year - Sem 2,20,8,17,32,56,4.0,113,Safe
Shibay Yadav,2nd Year - Sem 2,22,8,17,36,49,4.0,110,Safe
Ahad Ali,4th Year - Sem 1,20,5,10,20,36,2.5,71,Medium Risk
Shibay Yadav,4th Year - Sem 1,21,9,17,34,46,4.0,106,Safe
Shibay Yadav,4th Year - Sem 1,5,1,8,14,27,0.0,50,High Risk
Karim Uddin,1st Year - Sem 1,21,10,16,35,45,4.0,106,Safe
Ahad Ali,4th Year - Sem 2,1,1,7,5,25,0.0,38,High Risk
Tashin Tuhin,2nd Year - Sem 1,20,10,16,34,50,4.0,110,Safe
Ahad Ali,3rd Year - Sem 2,15,6,14,25,38,3.0,83,Safe
Karim Uddin,3rd Year - Sem 2,20,8,14,28,42,3.5,92,Safe
Tashin Tuhin,1st Year - Sem 2,18,6,13,23,40,3.0,82,Safe
Karim Uddin,4th Year - Sem 2,20,8,12,24,42,3.25,86,Safe
Tashin Tuhin,2nd Year - Sem 2,3,5,2,6,5,0.0,18,High Risk
Tashin Tuhin,4th Year - Sem 1,20,9,15,33,52,4.0,109,Safe
Ahad Ali,4th Year - Sem 1,24,10,17,33,48,4.0,108,Safe
Shibay Yadav,4th Year - Sem 1,0,1,10,15,19,0.0,45,High Risk
Tashin Tuhin,3rd Year - Sem 1,1,0,5,5,12,0.0,22,High Risk
Rakib Hasan,3rd Year - Sem 1,13,5,15,20,45,3.25,85,Safe
Nadia Islam,1st Year - Sem 1,22,9,19,34,59,4.0,121,Safe
Karim Uddin,3rd Year - Sem 2,18,8,10,29,38,3.25,85,Safe
Karim Uddin,4th Year - Sem 1,24,9,20,32,46,4.0,107,Safe
Nadia Islam,3rd Year - Sem 1,12,0,1,14,8,0.0,23,High Risk
Tashin Tuhin,1st Year - Sem 1,15,6,10,29,36,3.0,81,Safe
Nadia Islam,2nd Year - Sem 2,14,8,14,26,35,3.0,83,Safe
Rakib Hasan,4th Year - Sem 1,24,10,17,37,49,4.0,113,Safe
Tashin Tuhin,1st Year - Sem 2,17,7,13,21,43,3.0,84,Safe
Nadia Islam,2nd Year - Sem 1,20,10,18,30,55,4.0,113,Safe
Karim Uddin,2nd Year - Sem 2,24,9,18,37,56,4.0,120,Safe
Nadia Islam,4th Year - Sem 1,21,10,16,30,46,3.75,102,Safe
Ahad Ali,2nd Year - Sem 2,23,10,16,34,53,4.0,113,Safe
Shibay Yadav,4th Year - Sem 1,23,9,18,40,54,4.0,121,Safe
Shibay Yadav,2nd Year - Sem 1,12,3,1,4,22,0.0,30,High Risk
Nadia Islam,1st Year - Sem 2,0,0,2,18,15,0.0,35,High Risk
Ahad Ali,1st Year - Sem 1,0,3,5,9,16,0.0,33,High Risk
Tashin Tuhin,4th Year - Sem 1,24,8,18,36,49,4.0,111,Safe
Tashin Tuhin,1st Year - Sem 1,12,8,11,30,37,3.25,86,Safe
Tashin Tuhin,1st Year - Sem 2,13,6,15,24,41,3.25,86,Safe
Tashin Tuhin,4th Year - Sem 2,12,6,12,30,43,3.5,91,Safe
Karim Uddin,3rd Year - Sem 1,21,9,19,31,54,4.0,113,Safe
Tashin Tuhin,2nd Year - Sem 2,22,9,16,39,53,4.0,117,Safe
Ahad Ali,2nd Year - Sem 2,17,6,14,27,37,3.0,84,Safe
Shibay Yadav,2nd Year - Sem 1,23,10,20,37,55,4.0,122,Safe
Nadia Islam,4th Year - Sem 2,9,5,9,15,18,0.0,47,High Risk
Shibay Yadav,1st Year - Sem 2,15,5,12,28,36,3.0,81,Safe
Nadia Islam,4th Year - Sem 2,2,2,9,6,3,0.0,20,High Risk
Ahad Ali,4th Year - Sem 2,14,5,14,22,42,3.0,83,Safe
Nadia Islam,4th Year - Sem 1,8,5,9,10,9,0.0,33,High Risk
Ahad Ali,1st Year - Sem 1,7,2,5,2,2,0.0,11,High Risk
Tashin Tuhin,2nd Year - Sem 2,21,10,19,38,58,4.0,125,Safe
Nadia Islam,2nd Year - Sem 1,12,0,10,13,26,0.0,49,High Risk
Tashin Tuhin,3rd Year - Sem 1,23,9,18,36,59,4.0,122,Safe
Shibay Yadav,4th Year - Sem 1,22,8,15,32,60,4.0,115,Safe
Tashin Tuhin,3rd Year - Sem 2,12,0,2,2,6,0.0,10,High Risk
Nadia Islam,3rd Year - Sem 1,14,8,13,28,31,3.0,80,Safe
Rakib Hasan,1st Year - Sem 2,21,10,20,30,54,4.0,114,Safe
Rakib Hasan,2nd Year - Sem 2,20,8,17,39,49,4.0,113,Safe
Tashin Tuhin,2nd Year - Sem 1,18,5,14,30,45,3.5,94,Safe
Rakib Hasan,1st Year - Sem 2,20,10,18,32,46,4.0,106,Safe
Tashin Tuhin,4th Year - Sem 1,21,8,19,40,53,4.0,120,Safe
Shibay Yadav,4th Year - Sem 2,23,9,17,40,47,4.0,113,Safe
Karim Uddin,1st Year - Sem 1,16,7,15,21,44,3.25,87,Safe
Nadia Islam,1st Year - Sem 1,24,8,15,38,46,4.0,107,Safe
Shibay Yadav,2nd Year - Sem 2,21,9,16,35,55,4.0,115,Safe
Shibay Yadav,1st Year - Sem 1,15,8,15,30,30,3.0,83,Safe
Karim Uddin,3rd Year - Sem 1,11,5,10,13,10,0.0,38,High Risk
Tashin Tuhin,4th Year - Sem 2,22,9,19,39,46,4.0,113,Safe
Rakib Hasan,4th Year - Sem 1,23,10,17,34,48,4.0,109,Safe
Rakib Hasan,4th Year - Sem 2,8,1,0,6,3,0.0,10,High Risk
Rakib Hasan,1st Year - Sem 1,8,0,6,12,24,0.0,42,High Risk
Karim Uddin,3rd Year - Sem 2,15,5,11,28,44,3.25,88,Safe
Tashin Tuhin,2nd Year - Sem 1,24,8,20,37,46,4.0,111,Safe
Karim Uddin,3rd Year - Sem 1,8,2,2,9,4,0.0,17,High Risk
Shibay Yadav,1st Year - Sem 1,21,9,17,35,47,4.0,108,Safe
Ahad Ali,3rd Year - Sem 2,19,7,11,23,41,3.0,82,Safe
Karim Uddin,1st Year - Sem 1,23,10,19,36,58,4.0,123,Safe
Rakib Hasan,3rd Year - Sem 1,11,2,0,13,21,0.0,36,High Risk
Rakib Hasan,1st Year - Sem 1,17,5,15,20,41,3.0,81,Safe
Ahad Ali,3rd Year - Sem 2,16,8,12,24,32,2.75,76,Medium Risk
Ahad Ali,4th Year - Sem 2,23,8,16,33,49,4.0,106,Safe
Nadia Islam,4th Year - Sem 1,14,8,10,21,33,2.75,72,Medium Risk
Karim Uddin,3rd Year - Sem 1,23,8,15,38,48,4.0,109,Safe
Ahad Ali,1st Year - Sem 1,21,10,20,36,59,4.0,125,Safe
Shibay Yadav,2nd Year - Sem 1,24,10,18,32,52,4.0,112,Safe
Ahad Ali,1st Year - Sem 1,13,6,14,28,40,3.25,88,Safe
Nadia Islam,2nd Year - Sem 1,10,5,6,13,4,0.0,28,High Risk
Ahad Ali,3rd Year - Sem 2,21,10,17,36,51,4.0,114,Safe
Shibay Yadav,2nd Year - Sem 1,12,7,10,29,32,3.0,78,Safe
Ahad Ali,4th Year - Sem 1,4,4,9,4,25,0.0,42,High Risk
Karim Uddin,3rd Year - Sem 2,24,9,18,34,48,4.0,109,Safe
Shibay Yadav,1st Year - Sem 1,18,7,14,29,37,3.25,87,Safe
Tashin Tuhin,3rd Year - Sem 1,0,2,1,17,15,0.0,35,High Risk
Rakib Hasan,3rd Year - Sem 1,7,3,2,14,9,0.0,28,High Risk
Tashin Tuhin,1st Year - Sem 1,11,1,6,5,29,0.0,41,High Risk
Tashin Tuhin,1st Year - Sem 2,21,9,20,36,45,4.0,110,Safe
Karim Uddin,1st Year - Sem 2,22,10,16,31,57,4.0,114,Safe
Nadia Islam,4th Year - Sem 1,0,2,3,16,3,0.0,24,High Risk
Tashin Tuhin,3rd Year - Sem 1,21,8,16,38,46,4.0,108,Safe
Nadia Islam,3rd Year - Sem 1,17,7,15,30,35,3.25,87,Safe
Nadia Islam,1st Year - Sem 2,1,4,9,3,5,0.0,21,High Risk
Rakib Hasan,3rd Year - Sem 1,17,8,14,23,35,3.0,80,Safe
Karim Uddin,3rd Year - Sem 2,23,10,18,38,50,4.0,116,Safe
Karim Uddin,3rd Year - Sem 2,18,6,11,24,31,2.75,72,Medium Risk
Karim Uddin,1st Year - Sem 1,12,5,14,26,32,2.75,77,Medium Risk
Shibay Yadav,4th Year - Sem 1,23,10,16,39,55,4.0,120,Safe
Nadia Islam,2nd Year - Sem 2,11,0,7,5,30,0.0,42,High Risk
Tashin Tuhin,4th Year - Sem 2,17,7,14,29,41,3.5,91,Safe
Nadia Islam,1st Year - Sem 1,20,8,16,32,53,4.0,109,Safe
Karim Uddin,2nd Year - Sem 1,24,9,17,35,53,4.0,114,Safe
Nadia Islam,4th Year - Sem 1,20,9,20,40,45,4.0,114,Safe
Rakib Hasan,2nd Year - Sem 2,1,3,8,1,13,0.0,25,High Risk
Nadia Islam,2nd Year - Sem 2,1,4,7,4,26,0.0,41,High Risk
Ahad Ali,2nd Year - Sem 2,23,8,18,38,60,4.0,124,Safe
Rakib Hasan,1st Year - Sem 1,22,9,20,34,45,4.0,108,Safe
Karim Uddin,1st Year - Sem 1,15,6,14,29,40,3.25,89,Safe
Nadia Islam,2nd Year - Sem 2,12,6,13,21,44,3.0,84,Safe
Nadia Islam,3rd Year - Sem 1,24,9,17,30,57,4.0,113,Safe
Ahad Ali,2nd Year - Sem 1,12,5,12,25,38,3.0,80,Safe
Karim Uddin,2nd Year - Sem 2,20,8,15,32,60,4.0,115,Safe
Shibay Yadav,2nd Year - Sem 1,1,1,3,10,13,0.0,27,High Risk
Nadia Islam,4th Year - Sem 1,12,7,14,25,30,2.75,76,Medium Risk
Tashin Tuhin,3rd Year - Sem 2,18,6,13,23,43,3.25,85,Safe
Rakib Hasan,1st Year - Sem 1,23,8,19,32,49,4.0,108,Safe
